gene_id,gene_name,qualifier,go_id,reference,evidence_code,go_aspect,full_name,synonyms,object_type,date,source
S000006397,HPA2,involved_in,GO:0006473,PMID:23775086,IDA,P,Tetrameric histone acetyltransferase,YPR193C|KAT10|histone acetyltransferase,protein,20171215,SGD
S000001767,TIF1,enables,GO:0003724,PMID:1502180,IMP,F,Translation initiation factor eIF4A,YKR059W|eIF4A|translation initiation factor eIF4A,protein,20090513,SGD
S000005435,YOL075C,involved_in,GO:0008150,GO_REF:0000015,ND,P,Putative ABC transporter,YOL075C,protein,20200916,SGD
S000005326,MVD1,enables,GO:0000166,GO_REF:0000043,IEA,F,Mevalonate pyrophosphate decarboxylase,YNR043W|ERG19|diphosphomevalonate decarboxylase MVD1,protein,20210410,UniProt
S000005326,MVD1,enables,GO:0004163,GO_REF:0000002,IEA,F,Mevalonate pyrophosphate decarboxylase,YNR043W|ERG19|diphosphomevalonate decarboxylase MVD1,protein,20210410,InterPro
S000001466,DAL1,involved_in,GO:0006144,GO_REF:0000043,IEA,P,Allantoinase,YIR027C|allantoinase,protein,20210410,UniProt
S000005326,MVD1,enables,GO:0016831,GO_REF:0000002,IEA,F,Mevalonate pyrophosphate decarboxylase,YNR043W|ERG19|diphosphomevalonate decarboxylase MVD1,protein,20210410,InterPro
S000005326,MVD1,involved_in,GO:0006629,GO_REF:0000043,IEA,P,Mevalonate pyrophosphate decarboxylase,YNR043W|ERG19|diphosphomevalonate decarboxylase MVD1,protein,20210410,UniProt
S000005326,MVD1,involved_in,GO:0006694,GO_REF:0000043,IEA,P,Mevalonate pyrophosphate decarboxylase,YNR043W|ERG19|diphosphomevalonate decarboxylase MVD1,protein,20210410,UniProt
S000005324,COQ2,enables,GO:0016740,GO_REF:0000043,IEA,F,Para hydroxybenzoate polyprenyl transferase,YNR041C|4-hydroxybenzoate octaprenyltransferase,protein,20210410,UniProt
S000002461,CDC34,enables,GO:0061631,GO_REF:0000003,IEA,F,Ubiquitin-conjugating enzyme (E2),YDR054C|DNA6|UBC3|SCF E2 ubiquitin-protein ligase catalytic subunit CDC34,protein,20210410,UniProt
S000000815,PRP22,enables,GO:0004386,GO_REF:0000043,IEA,F,DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase,YER013W|DEAH-box ATP-dependent RNA helicase PRP22,protein,20210410,UniProt
S000000815,PRP22,enables,GO:0005524,GO_REF:0000043,IEA,F,DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase,YER013W|DEAH-box ATP-dependent RNA helicase PRP22,protein,20210410,UniProt
S000002612,COQ4,located_in,GO:0005739,PMID:24769239,HDA,C,Protein with a role in ubiquinone (Coenzyme Q) biosynthesis,YDR204W|ubiquinone biosynthesis protein COQ4,protein,20150803,SGD
S000003674,TIF2,enables,GO:0003724,PMID:1502180,IMP,F,Translation initiation factor eIF4A,YJL138C|eIF4A|translation initiation factor eIF4A,protein,20090513,SGD
S000001493,UFD4,enables,GO:0061630,PMID:10089879,IDA,F,Ubiquitin-protein ligase (E3),YKL010C|putative ubiquitin-protein ligase UFD4,protein,20200203,SGD
S000001493,UFD4,involved_in,GO:0006511,PMID:10089879,IMP,P,Ubiquitin-protein ligase (E3),YKL010C|putative ubiquitin-protein ligase UFD4,protein,20200203,SGD
S000002831,CAD1,located_in,GO:0005737,GO_REF:0000043,IEA,C,AP-1-like basic leucine zipper (bZIP) transcriptional activator,YDR423C|YAP2,protein,20210410,UniProt
S000001493,UFD4,involved_in,GO:0035519,PMID:28165462,IDA,P,Ubiquitin-protein ligase (E3),YKL010C|putative ubiquitin-protein ligase UFD4,protein,20200203,SGD
S000004833,ERG8,located_in,GO:0005737,GO_REF:0000044,IEA,C,Phosphomevalonate kinase,YMR220W|phosphomevalonate kinase,protein,20210410,UniProt
S000002612,COQ4,involved_in,GO:0006744,PMID:11469793,IMP,P,Protein with a role in ubiquinone (Coenzyme Q) biosynthesis,YDR204W|ubiquinone biosynthesis protein COQ4,protein,20060908,SGD
S000002612,COQ4,involved_in,GO:0006744,PMID:9266513,IMP,P,Protein with a role in ubiquinone (Coenzyme Q) biosynthesis,YDR204W|ubiquinone biosynthesis protein COQ4,protein,20060908,SGD
S000002612,COQ4,located_in,GO:0005743,PMID:11469793,IDA,C,Protein with a role in ubiquinone (Coenzyme Q) biosynthesis,YDR204W|ubiquinone biosynthesis protein COQ4,protein,20020709,SGD
S000000067,YAR009C,enables,GO:0003723,PMID:9582191,ISS,F,Retrotransposon TYA Gag and TYB Pol genes,YAR009C|YARCTyB1-1|truncated gag-pol fusion protein,protein,20030811,SGD
S000000067,YAR009C,enables,GO:0003887,PMID:9582191,ISS,F,Retrotransposon TYA Gag and TYB Pol genes,YAR009C|YARCTyB1-1|truncated gag-pol fusion protein,protein,20030811,SGD
S000000067,YAR009C,enables,GO:0003964,PMID:9582191,ISS,F,Retrotransposon TYA Gag and TYB Pol genes,YAR009C|YARCTyB1-1|truncated gag-pol fusion protein,protein,20030811,SGD
S000000067,YAR009C,enables,GO:0004540,PMID:9582191,ISS,F,Retrotransposon TYA Gag and TYB Pol genes,YAR009C|YARCTyB1-1|truncated gag-pol fusion protein,protein,20030811,SGD
S000000067,YAR009C,enables,GO:0008233,PMID:9582191,ISS,F,Retrotransposon TYA Gag and TYB Pol genes,YAR009C|YARCTyB1-1|truncated gag-pol fusion protein,protein,20030811,SGD
S000000067,YAR009C,involved_in,GO:0032197,PMID:9582191,ISS,P,Retrotransposon TYA Gag and TYB Pol genes,YAR009C|YARCTyB1-1|truncated gag-pol fusion protein,protein,20030811,SGD
S000000067,YAR009C,located_in,GO:0000943,PMID:9582191,ISS,C,Retrotransposon TYA Gag and TYB Pol genes,YAR009C|YARCTyB1-1|truncated gag-pol fusion protein,protein,20030811,SGD
S000000067,YAR009C,located_in,GO:0005634,PMID:9448009,IDA,C,Retrotransposon TYA Gag and TYB Pol genes,YAR009C|YARCTyB1-1|truncated gag-pol fusion protein,protein,20130626,SGD
S000003531,ECM12,enables,GO:0003674,GO_REF:0000015,ND,F,Putative protein of unknown function,YHR021W-A,protein,20020927,SGD
S000003531,ECM12,involved_in,GO:0008150,GO_REF:0000015,ND,P,Putative protein of unknown function,YHR021W-A,protein,20121106,SGD
S000003531,ECM12,is_active_in,GO:0005575,GO_REF:0000015,ND,C,Putative protein of unknown function,YHR021W-A,protein,20020927,SGD
S000005324,COQ2,located_in,GO:0005739,GO_REF:0000043,IEA,C,Para hydroxybenzoate polyprenyl transferase,YNR041C|4-hydroxybenzoate octaprenyltransferase,protein,20210410,UniProt
S000002273,IWR1,involved_in,GO:0006606,PMID:21504834,IMP,P,"RNA polymerase II transport factor, conserved from yeast to humans",YDL115C,protein,20171215,SGD
S000002273,IWR1,involved_in,GO:0006606,PMID:23267056,IMP,P,"RNA polymerase II transport factor, conserved from yeast to humans",YDL115C,protein,20171215,SGD
S000002273,IWR1,involved_in,GO:0006606,PMID:23267056,IMP,P,"RNA polymerase II transport factor, conserved from yeast to humans",YDL115C,protein,20171215,SGD
S000002273,IWR1,involved_in,GO:0006606,PMID:23267056,IMP,P,"RNA polymerase II transport factor, conserved from yeast to humans",YDL115C,protein,20171215,SGD
S000002273,IWR1,involved_in,GO:0006606,PMID:23267056,IMP,P,"RNA polymerase II transport factor, conserved from yeast to humans",YDL115C,protein,20171215,SGD
S000003314,TOM20,involved_in,GO:0015031,GO_REF:0000043,IEA,P,Component of the TOM (translocase of outer membrane) complex,YGR082W|MAS20|MOM19,protein,20210410,UniProt
S000003314,TOM20,located_in,GO:0005739,GO_REF:0000043,IEA,C,Component of the TOM (translocase of outer membrane) complex,YGR082W|MAS20|MOM19,protein,20210410,UniProt
S000002584,UBC1,enables,GO:0061631,GO_REF:0000003,IEA,F,Ubiquitin-conjugating enzyme,YDR177W|E2 ubiquitin-conjugating protein UBC1,protein,20210410,UniProt
S000000201,PKC1,enables,GO:0000166,GO_REF:0000043,IEA,F,Protein serine/threonine kinase,YBL105C|CLY7|CLY15|HPO2|STT1|protein kinase C|CLY5|RSF8,protein,20210410,UniProt
S000000201,PKC1,enables,GO:0004674,GO_REF:0000043,IEA,F,Protein serine/threonine kinase,YBL105C|CLY7|CLY15|HPO2|STT1|protein kinase C|CLY5|RSF8,protein,20210410,UniProt
S000002831,CAD1,located_in,GO:0005634,GO_REF:0000044,IEA,C,AP-1-like basic leucine zipper (bZIP) transcriptional activator,YDR423C|YAP2,protein,20210410,UniProt
S000002831,CAD1,located_in,GO:0005737,GO_REF:0000044,IEA,C,AP-1-like basic leucine zipper (bZIP) transcriptional activator,YDR423C|YAP2,protein,20210410,UniProt
S000005324,COQ2,involved_in,GO:0006744,GO_REF:0000043,IEA,P,Para hydroxybenzoate polyprenyl transferase,YNR041C|4-hydroxybenzoate octaprenyltransferase,protein,20210410,UniProt
S000005324,COQ2,involved_in,GO:0008299,GO_REF:0000043,IEA,P,Para hydroxybenzoate polyprenyl transferase,YNR041C|4-hydroxybenzoate octaprenyltransferase,protein,20210410,UniProt
S000005324,COQ2,located_in,GO:0016020,GO_REF:0000043,IEA,C,Para hydroxybenzoate polyprenyl transferase,YNR041C|4-hydroxybenzoate octaprenyltransferase,protein,20210410,UniProt
S000005324,COQ2,located_in,GO:0016021,GO_REF:0000002,IEA,C,Para hydroxybenzoate polyprenyl transferase,YNR041C|4-hydroxybenzoate octaprenyltransferase,protein,20210410,InterPro
S000005324,COQ2,located_in,GO:0016021,GO_REF:0000002,IEA,C,Para hydroxybenzoate polyprenyl transferase,YNR041C|4-hydroxybenzoate octaprenyltransferase,protein,20210410,InterPro
S000005324,COQ2,located_in,GO:0016021,GO_REF:0000043,IEA,C,Para hydroxybenzoate polyprenyl transferase,YNR041C|4-hydroxybenzoate octaprenyltransferase,protein,20210410,UniProt
S000000662,RAD18,contributes_to,GO:0017116,PMID:9287349,IDA,F,E3 ubiquitin ligase,YCR066W|E3 ubiquitin-protein ligase RAD18,protein,20131012,SGD
S000006348,NOC4,located_in,GO:0005730,PMID:15167894,IDA,C,Nucleolar protein,YPR144C|UTP19|ribosome biosynthesis protein NOC4,protein,20150320,GO_Central
S000006348,NOC4,part_of,GO:0030688,PMID:15167894,IDA,C,Nucleolar protein,YPR144C|UTP19|ribosome biosynthesis protein NOC4,protein,20150320,GO_Central
S000003534,YHR214C-B,enables,GO:0003723,PMID:9582191,ISS,F,Retrotransposon TYA Gag and TYB Pol genes,YHR214C-B|gag-pol fusion protein,protein,20030811,SGD
S000003534,YHR214C-B,enables,GO:0003887,PMID:9582191,ISS,F,Retrotransposon TYA Gag and TYB Pol genes,YHR214C-B|gag-pol fusion protein,protein,20030811,SGD
S000003534,YHR214C-B,enables,GO:0003964,PMID:9582191,ISS,F,Retrotransposon TYA Gag and TYB Pol genes,YHR214C-B|gag-pol fusion protein,protein,20030811,SGD
S000003534,YHR214C-B,enables,GO:0004540,PMID:9582191,ISS,F,Retrotransposon TYA Gag and TYB Pol genes,YHR214C-B|gag-pol fusion protein,protein,20030811,SGD
S000003534,YHR214C-B,enables,GO:0008233,PMID:9582191,ISS,F,Retrotransposon TYA Gag and TYB Pol genes,YHR214C-B|gag-pol fusion protein,protein,20030811,SGD
S000003534,YHR214C-B,involved_in,GO:0032197,PMID:9582191,ISS,P,Retrotransposon TYA Gag and TYB Pol genes,YHR214C-B|gag-pol fusion protein,protein,20030811,SGD
S000003534,YHR214C-B,located_in,GO:0000943,PMID:9582191,ISS,C,Retrotransposon TYA Gag and TYB Pol genes,YHR214C-B|gag-pol fusion protein,protein,20030811,SGD
S000003534,YHR214C-B,located_in,GO:0005634,PMID:9448009,IDA,C,Retrotransposon TYA Gag and TYB Pol genes,YHR214C-B|gag-pol fusion protein,protein,20130626,SGD
S000000067,YAR009C,located_in,GO:0005737,PMID:22842922,HDA,C,Retrotransposon TYA Gag and TYB Pol genes,YAR009C|YARCTyB1-1|truncated gag-pol fusion protein,protein,20121212,SGD
S000003628,SRS2,enables,GO:0043138,PMID:8419328,IDA,F,DNA helicase and DNA-dependent ATPase,YJL092W|HPR5|RADH|RADH1|DNA helicase SRS2,protein,20181015,SGD
S000000340,MEC1,involved_in,GO:1901857,PMID:31073026,IMP,P,Genome integrity checkpoint protein and PI kinase superfamily member,YBR136W|ESR1|SAD3|RAD31|protein kinase MEC1,protein,20200207,SGD
S000003486,ENO1,enables,GO:0004634,GO_REF:0000003,IEA,F,"Enolase I, a phosphopyruvate hydratase",YGR254W|HSP48|phosphopyruvate hydratase ENO1,protein,20210410,UniProt
S000005788,GPN2,involved_in,GO:0006606,PMID:23267056,IMP,P,Putative GTPase with a role in biogenesis of RNA pol II and polIII,YOR262W|putative GTPase GPN2,protein,20171215,SGD
S000005788,GPN2,involved_in,GO:0006606,PMID:23267056,IMP,P,Putative GTPase with a role in biogenesis of RNA pol II and polIII,YOR262W|putative GTPase GPN2,protein,20171215,SGD
S000003486,ENO1,part_of,GO:0000015,GO_REF:0000002,IEA,C,"Enolase I, a phosphopyruvate hydratase",YGR254W|HSP48|phosphopyruvate hydratase ENO1,protein,20210410,InterPro
S000002575,CDC37,involved_in,GO:0043410,PMID:17220467,IMP,P,Essential Hsp90p co-chaperone,YDR168W|SMO1,protein,20180605,SGD
S000002575,CDC37,involved_in,GO:0043410,PMID:17220467,IMP,P,Essential Hsp90p co-chaperone,YDR168W|SMO1,protein,20180605,SGD
S000000738,UBC8,enables,GO:0061631,GO_REF:0000003,IEA,F,Ubiquitin-conjugating enzyme that regulates gluconeogenesis,YEL012W|GID3|E2 ubiquitin-conjugating protein UBC8,protein,20210410,UniProt
S000003365,PEX4,enables,GO:0061631,GO_REF:0000003,IEA,F,Peroxisomal ubiquitin conjugating enzyme,YGR133W|PAS2|UBC10|E2 ubiquitin-protein ligase peroxin 4,protein,20210410,UniProt
S000003398,TRS65,located_in,GO:0005794,GO_REF:0000043,IEA,C,Component of transport protein particle (TRAPP) complex II,YGR166W|KRE11,protein,20210410,UniProt
S000004370,SEC61,involved_in,GO:0042886,GO_REF:0000108,IEA,P,Conserved ER protein translocation channel,YLR378C|translocon subunit SEC61,protein,20210411,GOC
S000004160,APS1,involved_in,GO:0016192,GO_REF:0000002,IEA,P,Small subunit of the clathrin-associated adaptor complex AP-1,YLR170C|YAP19,protein,20210410,InterPro
S000000808,NUG1,involved_in,GO:0042254,GO_REF:0000043,IEA,P,GTPase that associates with nuclear 60S pre-ribosomes,YER006W|RNA-binding GTPase NUG1,protein,20210410,UniProt
S000003486,ENO1,located_in,GO:0005737,GO_REF:0000044,IEA,C,"Enolase I, a phosphopyruvate hydratase",YGR254W|HSP48|phosphopyruvate hydratase ENO1,protein,20210410,UniProt
S000001217,ENO2,enables,GO:0004634,GO_REF:0000002,IEA,F,"Enolase II, a phosphopyruvate hydratase",YHR174W|phosphopyruvate hydratase ENO2,protein,20210410,InterPro
S000003533,YHR139C-A,enables,GO:0003674,GO_REF:0000015,ND,F,Putative protein of unknown function,YHR139C-A,protein,20021126,SGD
S000003533,YHR139C-A,involved_in,GO:0008150,GO_REF:0000015,ND,P,Putative protein of unknown function,YHR139C-A,protein,20021126,SGD
S000003533,YHR139C-A,is_active_in,GO:0005575,GO_REF:0000015,ND,C,Putative protein of unknown function,YHR139C-A,protein,20021126,SGD
S000001210,THP2,enables,GO:0003676,PMID:12093753,IDA,F,Subunit of the THO and TREX complexes,YHR167W,protein,20021118,SGD
S000001210,THP2,involved_in,GO:0000723,PMID:24084588,IMP,P,Subunit of the THO and TREX complexes,YHR167W,protein,20140726,SGD
S000001210,THP2,involved_in,GO:0006310,PMID:11060033,IMP,P,Subunit of the THO and TREX complexes,YHR167W,protein,20030221,SGD
S000001210,THP2,involved_in,GO:0006368,PMID:12093753,IMP,P,Subunit of the THO and TREX complexes,YHR167W,protein,20021118,SGD
S000001210,THP2,involved_in,GO:0006406,PMID:11979277,IMP,P,Subunit of the THO and TREX complexes,YHR167W,protein,20030214,SGD
S000001210,THP2,part_of,GO:0000445,PMID:11979277,IMP,C,Subunit of the THO and TREX complexes,YHR167W,protein,20070724,SGD
S000001217,ENO2,enables,GO:0004634,GO_REF:0000003,IEA,F,"Enolase II, a phosphopyruvate hydratase",YHR174W|phosphopyruvate hydratase ENO2,protein,20210410,UniProt
S000001217,ENO2,enables,GO:0016829,GO_REF:0000043,IEA,F,"Enolase II, a phosphopyruvate hydratase",YHR174W|phosphopyruvate hydratase ENO2,protein,20210410,UniProt
S000001217,ENO2,enables,GO:0046872,GO_REF:0000043,IEA,F,"Enolase II, a phosphopyruvate hydratase",YHR174W|phosphopyruvate hydratase ENO2,protein,20210410,UniProt
S000002732,UTP4,part_of,GO:0030686,PMID:22588997,IDA,C,Subunit of U3-containing 90S preribosome and SSU processome complexes,YDR324C,protein,20150506,GO_Central
S000002218,TSR1,involved_in,GO:0000462,PMID:15167894,IMP,P,Protein required for processing of 20S pre-rRNA in the cytoplasm,YDL060W,protein,20150320,GO_Central
S000001210,THP2,part_of,GO:0000446,PMID:11060033,IMP,C,Subunit of the THO and TREX complexes,YHR167W,protein,20070724,SGD
S000002602,MSS116,enables,GO:0003724,PMID:17081564,IDA,F,Mitochondrial transcription elongation factor,YDR194C|ATP-dependent RNA helicase,protein,20061108,SGD
S000004293,YLR302C,enables,GO:0003674,GO_REF:0000015,ND,F,Putative protein of unknown function,YLR302C,protein,20021126,SGD
S000004293,YLR302C,involved_in,GO:0008150,GO_REF:0000015,ND,P,Putative protein of unknown function,YLR302C,protein,20021126,SGD
S000004293,YLR302C,is_active_in,GO:0005575,GO_REF:0000015,ND,C,Putative protein of unknown function,YLR302C,protein,20021126,SGD
S000002489,STN1,enables,GO:0061770,PMID:31006804,IDA,F,Telomere end-binding and capping protein,YDR082W,protein,20200207,SGD
S000006429,CCW14,located_in,GO:0005739,PMID:14562095,HDA,C,Covalently linked cell wall glycoprotein,YLR390W-A|ICWP|YLR391W-A|YLR391W|SSR1,protein,20031028,SGD
S000004797,RTP1,involved_in,GO:0006606,PMID:23438601,IMP,P,Protein required for the nuclear import and biogenesis of RNA pol II,YMR185W,protein,20171215,SGD
S000004797,RTP1,involved_in,GO:0006606,PMID:23438601,IMP,P,Protein required for the nuclear import and biogenesis of RNA pol II,YMR185W,protein,20171215,SGD
S000002318,STE7,enables,GO:0004708,PMID:8668180,IDA,F,Signal transducing MAP kinase kinase,YDL159W|mitogen-activated protein kinase kinase STE7,protein,20180605,SGD
S000002318,STE7,involved_in,GO:0071507,PMID:8159759,IDA,P,Signal transducing MAP kinase kinase,YDL159W|mitogen-activated protein kinase kinase STE7,protein,20180604,SGD
S000002318,STE7,involved_in,GO:0071507,PMID:8159759,IMP,P,Signal transducing MAP kinase kinase,YDL159W|mitogen-activated protein kinase kinase STE7,protein,20180604,SGD
S000002318,STE7,involved_in,GO:0071507,PMID:8455599,IDA,P,Signal transducing MAP kinase kinase,YDL159W|mitogen-activated protein kinase kinase STE7,protein,20180604,SGD
S000002318,STE7,involved_in,GO:0071507,PMID:8455599,IGI,P,Signal transducing MAP kinase kinase,YDL159W|mitogen-activated protein kinase kinase STE7,protein,20180604,SGD
S000002318,STE7,involved_in,GO:0071507,PMID:8668180,IPI,P,Signal transducing MAP kinase kinase,YDL159W|mitogen-activated protein kinase kinase STE7,protein,20180604,SGD
S000002318,STE7,involved_in,GO:0071507,PMID:8668180,IPI,P,Signal transducing MAP kinase kinase,YDL159W|mitogen-activated protein kinase kinase STE7,protein,20180604,SGD
S000002624,ADR1,enables,GO:0003713,PMID:8943299,IPI,F,Carbon source-responsive zinc-finger transcription factor,YDR216W|DNA-binding transcription factor ADR1,protein,20180606,SGD
S000002624,ADR1,enables,GO:0003713,PMID:8943299,IPI,F,Carbon source-responsive zinc-finger transcription factor,YDR216W|DNA-binding transcription factor ADR1,protein,20180606,SGD
S000003736,ACO2,involved_in,GO:0006099,PMID:30834327,IMP,P,Putative mitochondrial aconitase isozyme,YJL200C|aconitate hydratase ACO2,protein,20200206,SGD
S000004160,APS1,located_in,GO:0016020,GO_REF:0000043,IEA,C,Small subunit of the clathrin-associated adaptor complex AP-1,YLR170C|YAP19,protein,20210410,UniProt
S000003429,SNG1,located_in,GO:0016020,GO_REF:0000044,IEA,C,Protein involved in resistance to nitrosoguanidine and 6-azauracil,YGR197C,protein,20210410,UniProt
S000003427,SKI6,located_in,GO:0005737,GO_REF:0000044,IEA,C,Exosome non-catalytic core component,YGR195W|ECM20|RRP41|exosome non-catalytic core subunit SKI6,protein,20210410,UniProt
S000003429,SNG1,located_in,GO:0016020,GO_REF:0000043,IEA,C,Protein involved in resistance to nitrosoguanidine and 6-azauracil,YGR197C,protein,20210410,UniProt
S000002218,TSR1,part_of,GO:0030688,PMID:15167894,IDA,C,Protein required for processing of 20S pre-rRNA in the cytoplasm,YDL060W,protein,20150320,GO_Central
S000006429,CCW14,involved_in,GO:0031505,PMID:9079899,IMP,P,Covalently linked cell wall glycoprotein,YLR390W-A|ICWP|YLR391W-A|YLR391W|SSR1,protein,20020913,SGD
